Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15
t1,s1,int,TMod0,1.00275893259504,78.621990808414,79.6247497410091,I2S,6.24109211391038,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,1.08294841925044,80.6777829611001,81.7607313803505,I2S,6.02458526513752,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,0.882479006718313,82.7434441000792,83.6259231067975,I2S,5.03897286739664,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,0.932681779820996,84.7489854723149,85.6816672521359,I2S,4.59457310631616,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,1.03297310164862,86.5941601213895,87.6271332230381,I2S,3.83695800060817,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,1.07297149919668,88.6199867499722,89.6929582491689,I2S,3.421190256404,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,0.962659554074435,90.6757272533741,91.6383868074486,I2S,2.66346889025485,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,1.0328446406088,92.6411881189433,93.6740327595521,I2S,2.16198564413641,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,1.06291313219481,94.6266829472274,95.6895960794222,I2S,1.60346310979815,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,0.982682922065123,96.6423359911746,97.6250189132397,I2S,0.817323188012864,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,1.0528272851252,98.5877897119262,99.6406169970514,I2S,0.258899391253415,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,1.00275893259504,100.643466646978,101.646225579573,I2S,5.95528842357272,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,1.0127643259716,102.608924532781,103.621688858753,I2S,5.28287256330059,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,1.00282382528485,104.654741751924,105.657565577209,I2S,4.78204474662711,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,0.952656478293648,106.740567301169,107.693223779463,I2S,4.28059629374997,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,1.19322824911205,108.525558615151,109.718786864263,I2S,3.7504753886062,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,0.782135042351001,110.651397460776,111.433532503127,I2S,2.33756154693857,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
t1,s1,int,TMod0,0.852332710121118,112.827412923777,113.679745633898,I2S,2.43413745233232,fast,1.34332361502786,0.0299029744295581,0.0844927132225946,1.47548276833083,5.39346764846093
